protid,PC_Run,Entry.Name,Organism,Taxonomic.lineage,Lineage
A0A1B8CUA7,Both,A0A1B8CUA7_9PEZI,Pseudogymnoascus sp. 24MN13,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Leotiomycetes incertae sedis (no rank), Pseudeurotiaceae (family), Pseudogymnoascus (genus), unclassified Pseudogymnoascus (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'sordariomyceta', 'Leotiomycetes', 'Leotiomycetes incertae sedis', 'Pseudeurotiaceae', 'Pseudogymnoascus', 'unclassified Pseudogymnoascus']"
A0A093YTE4,Both,A0A093YTE4_9PEZI,Pseudogymnoascus sp. VKM F-3808,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Leotiomycetes incertae sedis (no rank), Pseudeurotiaceae (family), Pseudogymnoascus (genus), unclassified Pseudogymnoascus (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'sordariomyceta', 'Leotiomycetes', 'Leotiomycetes incertae sedis', 'Pseudeurotiaceae', 'Pseudogymnoascus', 'unclassified Pseudogymnoascus']"
A0A094BDZ5,Both,A0A094BDZ5_9PEZI,Pseudogymnoascus sp. VKM F-4246,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Leotiomycetes incertae sedis (no rank), Pseudeurotiaceae (family), Pseudogymnoascus (genus), unclassified Pseudogymnoascus (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'sordariomyceta', 'Leotiomycetes', 'Leotiomycetes incertae sedis', 'Pseudeurotiaceae', 'Pseudogymnoascus', 'unclassified Pseudogymnoascus']"
A0A5C3R188,Both,A0A5C3R188_9AGAR,Pterula gracilis,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Pleurotineae (suborder), Pterulaceae (family), Pterula (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetidae', 'Agaricales', 'Pleurotineae', 'Pterulaceae', 'Pterula']"
A0A1V8SZ72,Both,A0A1V8SZ72_9PEZI,Rachicladosporium antarcticum,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Cladosporiales (order), Cladosporiaceae (family), Rachicladosporium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Cladosporiales', 'Cladosporiaceae', 'Rachicladosporium']"
A0A1V8T499,Both,A0A1V8T499_9PEZI,Rachicladosporium antarcticum,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Cladosporiales (order), Cladosporiaceae (family), Rachicladosporium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Cladosporiales', 'Cladosporiaceae', 'Rachicladosporium']"
A0A1V8U896,Both,A0A1V8U896_9PEZI,Rachicladosporium sp. CCFEE 5018,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Cladosporiales (order), Cladosporiaceae (family), Rachicladosporium (genus), unclassified Rachicladosporium (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Cladosporiales', 'Cladosporiaceae', 'Rachicladosporium', 'unclassified Rachicladosporium']"
A0A1V8UNY6,Both,A0A1V8UNY6_9PEZI,Rachicladosporium sp. CCFEE 5018,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Cladosporiales (order), Cladosporiaceae (family), Rachicladosporium (genus), unclassified Rachicladosporium (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Cladosporiales', 'Cladosporiaceae', 'Rachicladosporium', 'unclassified Rachicladosporium']"
A0A5C5FT69,Both,A0A5C5FT69_9BASI,Rhodotorula diobovata,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Microbotryomycetes (class), Sporidiobolales (order), Sporidiobolaceae (family), Rhodotorula (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Microbotryomycetes', 'Sporidiobolales', 'Sporidiobolaceae', 'Rhodotorula']"
A0A2K1QVP0,Both,A0A2K1QVP0_9PEZI,Sphaceloma murrayae,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Myriangiales (order), Elsinoaceae (family), Sphaceloma (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Myriangiales', 'Elsinoaceae', 'Sphaceloma']"
A0A6G1LM60,Both,A0A6G1LM60_9PEZI,Teratosphaeria nubilosa,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Teratosphaeriaceae (family), Teratosphaeria (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Mycosphaerellales', 'Teratosphaeriaceae', 'Teratosphaeria']"
A0A6A6H2T5,Both,A0A6A6H2T5_9PEZI,Viridothelium virens,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetes incertae sedis (no rank), Trypetheliales (order), Trypetheliaceae (family), Viridothelium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetes incertae sedis', 'Trypetheliales', 'Trypetheliaceae', 'Viridothelium']"
A0A5N6TSD7,Both,A0A5N6TSD7_9EURO,Aspergillus avenaceus,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Circumdati (subgenus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Circumdati']"
A0A5N7BD43,Both,A0A5N7BD43_9EURO,Aspergillus bertholletiae,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus']"
A0A1L9USG1,Both,A0A1L9USG1_ASPBC,Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus brasiliensis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus brasiliensis']"
A0A5N6YWQ4,Both,A0A5N6YWQ4_9EURO,Aspergillus coremiiformis,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Circumdati (subgenus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Circumdati']"
A0A2V5IQ80,Both,A0A2V5IQ80_9EURO,Aspergillus indologenus CBS 114.80,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus indologenus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus indologenus']"
A0A5N5XGC0,Both,A0A5N5XGC0_9EURO,Aspergillus leporis,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Circumdati (subgenus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Circumdati']"
G3XTD7,Both,G3XTD7_ASPNA,Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Circumdati (subgenus), Aspergillus niger (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Circumdati', 'Aspergillus niger']"
A0A370PN13,Both,A0A370PN13_ASPPH,Aspergillus phoenicis ATCC 13157,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus phoenicis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus phoenicis']"
A0A3A3A2Q0,Both,A0A3A3A2Q0_9EURO,Aspergillus sclerotialis,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Polypaecilum (subgenus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Polypaecilum']"
A0A3M2T0Y3,Both,A0A3M2T0Y3_9EURO,Aspergillus sp. HF37,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), unclassified Aspergillus (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'unclassified Aspergillus']"
A0A229Z0Y1,Both,A0A229Z0Y1_9EURO,Aspergillus turcosus,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus']"
N1JC81,Both,N1JC81_BLUG1,Blumeria graminis f. sp. hordei (strain DH14) (Barley powdery mildew) (Oidium monilioides f. sp. hordei),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Erysiphales (order), Erysiphaceae (family), Blumeria (genus), Blumeria hordei (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'sordariomyceta', 'Leotiomycetes', 'Erysiphales', 'Erysiphaceae', 'Blumeria', 'Blumeria hordei']"
R1EDD9,Both,R1EDD9_BOTPV,Botryosphaeria parva (strain UCR-NP2) (Grapevine canker fungus) (Neofusicoccum parvum),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetes incertae sedis (no rank), Botryosphaeriales (order), Botryosphaeriaceae (family), Neofusicoccum (genus), Neofusicoccum parvum (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetes incertae sedis', 'Botryosphaeriales', 'Botryosphaeriaceae', 'Neofusicoccum', 'Neofusicoccum parvum']"
A0A0J8RIB9,Both,A0A0J8RIB9_COCIT,Coccidioides immitis H538.4,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Onygenales (order), Onygenaceae (family), Coccidioides (genus), Coccidioides immitis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Onygenales', 'Onygenaceae', 'Coccidioides', 'Coccidioides immitis']"
A0A232M5L2,Both,A0A232M5L2_9EURO,Elaphomyces granulatus,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Elaphomycetaceae (family), Elaphomyces (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Elaphomycetaceae', 'Elaphomyces']"
A0A1B7NQX6,Both,A0A1B7NQX6_9EURO,Emergomyces africanus,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Onygenales (order), Ajellomycetaceae (family), Emergomyces (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Onygenales', 'Ajellomycetaceae', 'Emergomyces']"
A0A1J9P5E2,Both,A0A1J9P5E2_9EURO,Emergomyces pasteurianus Ep9510,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Onygenales (order), Ajellomycetaceae (family), Emergomyces (genus), Emergomyces pasteurianus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Onygenales', 'Ajellomycetaceae', 'Emergomyces', 'Emergomyces pasteurianus']"
