,Organism_uniprot,n_prot,species_name,kingdom,phylum,class,order,family,genus,DFA
775,Tolypocladium ophioglossoides (strain CBS 100239) (Elaphocordyceps ophioglossoides),7835,Tolypocladium ophioglossoides ,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,No
776,Tolypocladium paradoxum,8613,Tolypocladium paradoxum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,No
777,Trametes coccinea BRFM310,12338,Trametes coccinea BRFM310,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Yes
778,Trametes pubescens (White-rot fungus),13724,Trametes pubescens ,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,No
779,Trematosphaeria pertusa,16906,Trematosphaeria pertusa,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Trematosphaeria,No
780,Tremella mesenterica (Jelly fungus),7751,Tremella mesenterica ,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,No
781,Trichodelitschia bisporula,9884,Trichodelitschia bisporula,Fungi,Ascomycota,Dothideomycetes,Phaeotrichales,Phaeotrichaceae,Trichodelitschia,Yes
782,Trichoderma arundinaceum,10050,Trichoderma arundinaceum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
783,Trichoderma asperellum,8811,Trichoderma asperellum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
784,Trichoderma asperellum CBS 433.97,12164,Trichoderma asperellum CBS 433.97,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
785,Trichoderma citrinoviride,9487,Trichoderma citrinoviride,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
786,Trichoderma gamsii,19352,Trichoderma gamsii,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
787,Trichoderma guizhouense,10886,Trichoderma guizhouense,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
788,Trichoderma harzianum (Hypocrea lixii),35616,Trichoderma harzianum ,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
789,Trichoderma harzianum CBS 226.95,13608,Trichoderma harzianum CBS 226.95,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
790,Trichoderma longibrachiatum ATCC 18648,10588,Trichoderma longibrachiatum ATCC 18648,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
791,Trichoderma parareesei (Filamentous fungus),8739,Trichoderma parareesei ,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,No
792,Trichomonascus ciferrii,6731,Trichomonascus ciferrii,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Trichomonascus,Yes
793,Trichophyton equinum (strain ATCC MYA-4606 / CBS 127.97) (Horse ringworm fungus),8414,Trichophyton equinum ,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Yes
794,Trichophyton interdigitale (strain MR816),7929,Trichophyton interdigitale ,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,No
795,Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum),6791,Trichophyton rubrum ,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,No
796,Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete's foot fungus),9747,Trichophyton rubrum ,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,No
797,Trichophyton rubrum CBS 288.86,9990,Trichophyton rubrum CBS 288.86,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,No
798,Trichophyton soudanense CBS 452.61,10012,Trichophyton soudanense CBS 452.61,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,No
799,Trichophyton tonsurans (strain CBS 112818) (Scalp ringworm fungus),8243,Trichophyton tonsurans ,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,No
800,Trichophyton verrucosum (strain HKI 0517),7736,Trichophyton verrucosum ,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Yes
801,Trichophyton violaceum,6765,Trichophyton violaceum,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Yes
802,Trichosporon asahii var. asahii (strain ATCC 90039 / CBS 2479 / JCM 2466 / KCTC 7840 / NBRC 103889/ NCYC 2677 / UAMH 7654) (Yeast),7962,Trichosporon asahii var. asahii ,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,No
803,Trichosporon asahii var. asahii (strain CBS 8904) (Yeast),8168,Trichosporon asahii var. asahii ,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,No
804,Tuber aestivum (summer truffle),8982,Tuber aestivum ,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Yes
805,Tuber borchii (White truffle),12135,Tuber borchii ,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Yes
806,Tuber magnatum (white Piedmont truffle),9063,Tuber magnatum ,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Yes
807,Tuber melanosporum (strain Mel28) (Perigord black truffle),7217,Tuber melanosporum ,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Yes
808,Tulasnella calospora MUT 4182,19055,Tulasnella calospora MUT 4182,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,Yes
809,Uncinocarpus reesii (strain UAMH 1704),7494,Uncinocarpus reesii ,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Uncinocarpus,Yes
810,Uncinula necator (Grape powdery mildew),6363,Uncinula necator ,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,No
811,uncultured fungus,6235,uncultured fungus,Fungi,NA,NA,NA,NA,NA,No
812,Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens),6292,Ustilaginoidea virens ,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Ustilaginoidea,No
813,Ustilago bromivora,6715,Ustilago bromivora,NA,NA,NA,NA,NA,NA,Yes
814,Ustilago hordei (Barley covered smut fungus),6659,Ustilago hordei ,NA,NA,NA,NA,NA,NA,No
815,Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus),6346,Ustilago maydis ,NA,NA,NA,NA,NA,NA,Yes
816,Ustilago trichophora,12031,Ustilago trichophora,NA,NA,NA,NA,NA,NA,Yes
817,Valsa mali,10762,Valsa mali,NA,NA,NA,NA,NA,NA,No
818,Valsa mali var. pyri (nom. inval.),10373,Valsa mali var. pyri ,NA,NA,NA,NA,NA,NA,No
819,Valsa malicola,10174,Valsa malicola,NA,NA,NA,NA,NA,NA,No
820,Valsa sordida,9485,Valsa sordida,NA,NA,NA,NA,NA,NA,No
821,Venturia effusa,10457,Venturia effusa,NA,NA,NA,NA,NA,NA,Yes
822,Venturia nashicola,11387,Venturia nashicola,NA,NA,NA,NA,NA,NA,Yes
823,Venustampulla echinocandica,10271,Venustampulla echinocandica,NA,NA,NA,NA,NA,NA,No
824,Verruconis gallopava,10467,Verruconis gallopava,NA,NA,NA,NA,NA,NA,Yes
825,Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum),9986,Verticillium alfalfae ,NA,NA,NA,NA,NA,NA,No
826,Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137) (Verticillium wilt),10212,Verticillium dahliae ,NA,NA,NA,NA,NA,NA,No
827,Verticillium dahliae (Verticillium wilt),24299,Verticillium dahliae ,NA,NA,NA,NA,NA,NA,No
828,Verticillium longisporum,30906,Verticillium longisporum,NA,NA,NA,NA,NA,NA,No
829,Verticillium nonalfalfae,9220,Verticillium nonalfalfae,NA,NA,NA,NA,NA,NA,No
830,Viridothelium virens,11490,Viridothelium virens,NA,NA,NA,NA,NA,NA,Yes
831,Wallemia ichthyophaga,6667,Wallemia ichthyophaga,NA,NA,NA,NA,NA,NA,No
832,Wallemia mellicola,14614,Wallemia mellicola,NA,NA,NA,NA,NA,NA,No
833,Westerdykella ornata,10079,Westerdykella ornata,NA,NA,NA,NA,NA,NA,No
834,Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala),6260,Wickerhamomyces anomalus ,NA,NA,NA,NA,NA,NA,No
835,Wickerhamomyces ciferrii (strain ATCC 14091 / BCRC 22168 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031 F-60-10) (Yeast) (Pichia ciferrii),6477,Wickerhamomyces ciferrii ,NA,NA,NA,NA,NA,NA,No
836,Wolfiporia cocos (strain MD-104) (Brown rot fungus),11923,Wolfiporia cocos ,NA,NA,NA,NA,NA,NA,Yes
837,Xylaria flabelliformis,10889,Xylaria flabelliformis,NA,NA,NA,NA,NA,NA,No
838,Xylaria grammica,11618,Xylaria grammica,NA,NA,NA,NA,NA,NA,No
839,Xylaria hypoxylon,10638,Xylaria hypoxylon,NA,NA,NA,NA,NA,NA,No
840,Xylaria multiplex,9770,Xylaria multiplex,NA,NA,NA,NA,NA,NA,No
841,Xylariales sp. No.14919,13903,Xylariales sp. No.14919,NA,NA,NA,NA,NA,NA,No
842,Xylona heveae (strain CBS 132557 / TC161),7882,Xylona heveae ,NA,NA,NA,NA,NA,NA,Yes
843,Yarrowia lipolytica (Candida lipolytica),10964,Yarrowia lipolytica ,NA,NA,NA,NA,NA,NA,No
844,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),6239,Yarrowia lipolytica ,NA,NA,NA,NA,NA,NA,No
845,Zancudomyces culisetae (Gut fungus) (Smittium culisetae),7214,Zancudomyces culisetae ,NA,NA,NA,NA,NA,NA,No
846,Zasmidium cellare ATCC 36951,15636,Zasmidium cellare ATCC 36951,NA,NA,NA,NA,NA,NA,No
847,Zopfia rhizophila CBS 207.26,21021,Zopfia rhizophila CBS 207.26,NA,NA,NA,NA,NA,NA,Yes
848,Zygosaccharomyces rouxii (Candida mogii),9867,Zygosaccharomyces rouxii ,NA,NA,NA,NA,NA,NA,No
849,Zymoseptoria brevis,10217,Zymoseptoria brevis,NA,NA,NA,NA,NA,NA,No
850,Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici),10689,Zymoseptoria tritici ,NA,NA,NA,NA,NA,NA,Yes
851,Zymoseptoria tritici ST99CH_1A5,11635,Zymoseptoria tritici ST99CH_1A5,NA,NA,NA,NA,NA,NA,No
852,Zymoseptoria tritici ST99CH_1E4,11594,Zymoseptoria tritici ST99CH_1E4,NA,NA,NA,NA,NA,NA,No
853,Zymoseptoria tritici ST99CH_3D7,11350,Zymoseptoria tritici ST99CH_3D7,NA,NA,NA,NA,NA,NA,No
